"ID";"Группа";"Наименование";"Артикул";"Комментарий";"НаименованиеПолное";"Саплаер";"Освещение";"Пиво";"Район";"Улица";"Размер";"Вид";"Сторона";"Популярность";"ЯндексКоординаты";"Цена";"Валюта"
"UT000000195";"Щиты 3*6";"Щит 3*6 ул.Мельникайте-Метро - 1 (кольцо), сторона В";"119В";"Мельникайте - Метро (кольцо) Билборд установлен на кольцевой развязке Мельникайте - Объездная автодорога, в 300м. от МЕТРО Кэш энд Керри. Сторона В работает на въезд в город с объездной автодороги и в направлении движения к МЕТРО Кэш энд Керри.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Метро - 1 (кольцо), сторона В, инв.119В";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Мельникайте";"3*6";"Щит";"B";"ТОП";"57.11461,65.538835";14100;"RUB"
"UT000000196";"Щиты 3*6";"Щит 3*6 ул.Мельникайте-Метро - 2 (кольцо), сторона А";"120А";"Мельникайте - Метро (кольцо)Билборд установлен на кольцевой развязке Мельникайте - Объездная автодорога, в 400м. от МЕТРО Кэш энд Керри. Сторона А работает на выезд из города на объездную автодорогу.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Метро - 2 (кольцо), сторона А, инв.120А";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Мельникайте";"3*6";"Щит";"A";"ТОП";"57.114528,65.537676";18000;"RUB"
"UT000000197";"Щиты 3*6";"Щит 3*6 ул.Мельникайте-Метро - 2 (кольцо), сторона В";"120В";"Мельникайте - Метро (кольцо)Билборд установлен на кольцевой развязке Мельникайте - Объездная автодорога, в 300м. от МЕТРО Кэш энд Керри. Сторона В работает на въезд в город с объездной автодороги и в направлении движения к МЕТРО Кэш энд Керри.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Метро - 2 (кольцо), сторона В, инв.120В";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Мельникайте";"3*6";"Щит";"B";"ТОП";"57.114528,65.537676";14100;"RUB"
"UT000000204";"Щиты 3*6";"Щит 3*6 ул.Мельникайте-СТО "Субару" Заречный мкр., сторона А";"22А";"Мельникайте - СТО 'Субару' Заречный мкр./ Мельникайте, 5. Билборд установлен на ул.Мельникайте, в 1000м. от путепровода (совмещенный мост), рядом с СТО Субару. Сторона А работает в направлении движения из заречных микрорайонов и с ул.Дружбы - в город.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-СТО "Субару" Заречный мкр., сторона А, инв.22А";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Мельникайте";"3*6";"Щит";"A";"Средняя";"57.172111,65.602205";15900;"RUB"
"UT000000205";"Щиты 3*6";"Щит 3*6 ул.Мельникайте-СТО "Субару" Заречный мкр., сторона В";"22В";"Мельникайте - СТО 'Субару' Заречный мкр./ Мельникайте, 5. Билборд установлен на ул.Мельникайте, в 1000м. от путепровода (совмещенный мост), рядом с СТО Субару. Сторона В работает в направлении движения  из города в заречные микрорайоны и к ул.Дружбы.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-СТО "Субару" Заречный мкр., сторона В, инв.22В";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Мельникайте";"3*6";"Щит";"B";"Средняя";"57.172111,65.602205";15000;"RUB"
"UT000000206";"Щиты 3*6";"Щит 3*6 ул.Мельникайте-Тойота Центр, сторона А";"166А";"Мельникайте, 20 - Тойота Центр (заречный мкр). Билборд установлен на ул.Мельникайте, в 500м. от автосалона Тойота Центр, на спуске с путепровода, ведущего в заречные микрорайоны города.  Ст. А -  к автосалону и ул.Дружбы.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Тойота Центр, сторона А, инв.166А";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Мельникайте";"3*6";"Щит";"A";"Средняя";"57.16101,65.600183";18000;"RUB"
"UT000000207";"Щиты 3*6";"Щит 3*6 ул.Мельникайте-Тойота Центр, сторона В";"166В";"Мельникайте, 20 - Тойота Центр (заречный мкр). Билборд установлен на ул.Мельникайте, в 500м. от автосалона Тойота Центр,  ведущей в заречные микрорайоны города. Ст. В - от ул.Дружбы к центру города.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Тойота Центр, сторона В, инв.166В";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Мельникайте";"3*6";"Щит";"B";"Средняя";"57.16101,65.600183";19500;"RUB"
"UT000000208";"Щиты 3*6";"Щит 3*6 ул.Мельникайте, 54 - Харьковская, 69, (Сбербанк №29), сторона В";"34В";"Мельникайте - Харьковская, 63. Билборд установлен на ул.Мельникайте, в 150м. от перекрестка с ул.Харьковской рядом магазином отделочных материалов СтройСам. Сторона В работает в направлении движения из жилых микрорайонов к ул.Мельникайте и центру города.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Харьковская, 63, сторона В, инв.34В";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Мельникайте";"3*6";"Щит";"B";"ТОП";"57.14839,65.588145";15000;"RUB"
"UT000000209";"Призматрон 3*6";"Призматрон 3*6 ул.Мельникайте, 54 - Харьковская, 69, (Сбербанк №29), сторона А1";"34А1";"Призматрон установлен на ул.Мельникайте, в 150м. от перекрестка с ул.Харьковской рядом магазином отделочных материалов СтройСам.  Ст. А - от Мельникайте, из центра в микрорайоны.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Мельникайте - Харьковская,63, сторона А1, инв.34А1";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Мельникайте";"3*6";"Призматрон";"А1";"Средняя";"57.14839,65.588145";18000;"RUB"
"UT000000210";"Щиты 3*6";"Щит 3*6 ул.Мельникайте - Чаплина ТЦ "Южный", сторона А";"136А";"Мельникайте - Широтная 'Южный' 1/ Чаплина, 132а. Билборд установлен вблизи кольцевой  развязки - Мельникайте -Широтная, рядом с магазином сантехники Оскор и в 300м. от гипермаркета Южный. Ст. А - от ул.Чаплина к ул. Мельникайте и Широтная.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Широтная ТЦ"Южный", сторона А, инв.136А";"ООО "Тюменьстройбыт"";"1";"2";"Спальные";"Мельникайте";"3*6";"Щит";"A";"Средняя";"57.12091,65.546308";21000;"RUB"
"UT000000211";"Щиты 3*6";"Щит 3*6 ул.Мельникайте - Чаплина ТЦ "Южный", сторона В";"136В";"Мельникайте - Широтная 'Южный' 1/ Чаплина, 132а. Билборд установлен вблизи кольцевой  развязки - Мельникайте -Широтная, рядом с магазином сантехники Оскор и в 300м. от гипермаркета Южный. Ст. А - от ул.Чаплина к ул. Мельникайте и Широтная.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте-Широтная ТЦ"Южный", сторона В, инв.136В";"ООО "Тюменьстройбыт"";"1";"2";"Спальные";"Мельникайте";"3*6";"Щит";"B";"Средняя";"57.12091,65.546308";19500;"RUB"
"UT000000212";"Щиты 3*6";"Щит 3*6 ул.Мельникайте, 116 м-н Керама, сторона В";"1В";"Мельникайте, 116 м-н Керама. Билборд  на ул.Мельникайте, в 150м. от перекрестка с ул.30 лет Победы,рядом с центром Керама.Ст.В - к путепроводу по ул.Мельникайте, загруженному в часы пик и соединяющим районы жилой застройки с центром города.";"Размещение рекламной информации на щите 3*6 по адресу ул.Мельникайте, 116 м-н Керама, сторона В, инв.1В";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Мельникайте";"3*6";"Щит";"B";"Средняя";"57.128881,65.558056";18000;"RUB"
"UT000000215";"Призматрон 3*6";"Призматрон 3*6 ул.Московский тр. - ТЦ Колумб, сторона А1";"96А1";"Призматрон установлен на въезде в ТРЦ Колумб (МосМарт, Л'Этуаль, Саше). Сторона А1 работает в направлении движения от ТРЦ в жилые кварталы Московского тракта.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Московский тр.-ТЦ Колумб, сторона А1, инв.96А1";"ООО "Тюменьстройбыт"";"1";"0";"Спальные";"Московский тракт";"3*6";"Призматрон";"А1";"ТОП";"57.134555,65.496074";24000;"RUB"
"UT000000216";"Призматрон 3*6";"Призматрон 3*6 ул.Московский тр. - ТЦ Колумб, сторона В1";"96В1";"Призматрон установлен на въезде в ТРЦ Колумб (МосМарт, Л'Этуаль, Саше). Ст. В1- из жилых кварталов Моск. тр к путепроводу по ул. М.Тореза";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Московский тр.-ТЦ Колумб, сторона В, инв.96В1";"ООО "Тюменьстройбыт"";"1";"0";"Спальные";"Московский тракт";"3*6";"Призматрон";"B1";"ТОП";"57.134555,65.496074";24000;"RUB"
"UT000000217";"Призматрон 3*6";"Призматрон 3*6 ул.Московский тр.,161 - АЗС "Лукойл", сторона А1";"107А1";"Призматрон установлен в 150м. от кольцевой развязки с объездной автодорогой и трассы Тюмень - Екатеринбург, а также в 750м. от ТРЦ Колумб (МосМарт, Л'Этуаль, Modis). Ст. А - в город и к ТРЦ.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Московский тр.,161-АЗС "Лукойл", сторона А1, инв.107А1";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Московский тракт";"3*6";"Призматрон";"А1";"";"57.131095,65.485506";18000;"RUB"
"UT000000218";"Щиты 3*6";"Щит 3*6 ул.Московский тр.,161 - АЗС "Лукойл", сторона В";"107В";"Московский тракт, 161 - АЗС 'Лукойл' . Щит установлен в 150м. от кольцевой развязки с объездной автодорогой и трассы Тюмень - Екатеринбург, а также в 750м. от ТРЦ Колумб (МосМарт, Л'Этуаль, Modis). Ст. А - в город и к ТРЦ";"Размещение рекламной информации на щите 3*6 по адресу ул.Московский тр.,161-АЗС "Лукойл", сторона В, инв.107В";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Московский тракт";"3*6";"Щит";"B";"ТОП";"57.131095,65.485506";15900;"RUB"
"UT000000219";"Щиты 3*6";"Щит 3*6 ул.Дружбы - Мыс, сторона А";"39А";"Мыс - Дружбы/ Судоремонтная, 15. Билборд установлен на ул.Дружбы, в 100м. от перекрестка с ул.Судоремонтная, в жилом микрорайоне 'Мыс'.  Ст.А работает в направлении движения  по Тобольскому тракту на въезд в город";"Размещение рекламной информации на щите 3*6 по адресу Мыс-ул.Дружбы, сторона А, инв.39А";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Дружбы";"3*6";"Щит";"A";"Средняя";"57.174506,65.643318";15900;"RUB"
"UT000000220";"Щиты 3*6";"Щит 3*6 ул.Дружбы - Мыс, сторона В";"39В";"Мыс - Дружбы/ Судоремонтная, 15. Билборд установлен на ул.Дружбы, в 100м. от перекрестка с ул.Судоремонтная, в жилом микрорайоне 'Мыс'.  Ст. В работает по направлению движения по Тобольскому тракту на выезд из города";"Размещение рекламной информации на щите 3*6 по адресу Мыс-ул.Дружбы, сторона В, инв.39В";"ООО "Тюменьстройбыт"";"1";"2";"Спальные";"Дружбы";"3*6";"Щит";"B";"Средняя";"57.174506,65.643318";14100;"RUB"
"UT000000221";"Щиты 3*6";"Щит 3*6 ул.Объездная а/д-Авторемонтная АЗС Лукойл, сторона А";"191А";"Объездная а/д - Авторемонтная АЗС Лукойл. Билборд установлен на объездной автодороге, в 300м. от перекрестка с ул.Авторемонтной и путепроводу, соединяющему с дорогой в аэропорт Рощино, а также с ул.Ямская. Ст.А - к путепроводу.";"Размещение рекламной информации на щите 3*6 по адресу Объездная а/д-Авторемонтная АЗС Лукойл, сторона А, инв.191А";"ООО "Тюменьстройбыт"";"2";"1";"Объездная";"Авторемонтная";"3*6";"Щит";"A";"Средняя";"57.156731,65.440421";15900;"RUB"
"UT000000222";"Щиты 3*6";"Щит 3*6 ул.Объездная а/д-Авторемонтная АЗС Лукойл, сторона В";"191В";"Объездная а/д - Авторемонтная АЗС Лукойл. Билборд установлен на объездной автодороге, в 300м. от перекрестка с ул.Авторемонтной и путепроводу, соединяющему с дорогой в аэропорт Рощино, а также с ул.Ямская. Ст. Б - от путепровода к ул.Авторемонтная.";"Размещение рекламной информации на щите 3*6 по адресу Объездная а/д-Авторемонтная АЗС Лукойл, сторона В, инв.191В";"ООО "Тюменьстройбыт"";"2";"1";"Объездная";"Авторемонтная";"3*6";"Щит";"B";"Средняя";"57.156731,65.440421";14100;"RUB"
"UT000000224";"Призматрон 3*4";"Призматрон 3*4 ул.Осипенко-Комсомольская (Овентал Тауэр), сторона В1";"192В1";"Призматрон, расположен на пересечении ул.Осипенко- Менделеев Хаус (по направлению движения от профсоюзной в сторону ДК Нефтяник)";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Осипенко-Комсомольская (Овентал Тауэр), сторона В1, инв.192В1";"ООО "Тюменьстройбыт"";"2";"2";"Центр";"Осипенко";"3*4";"Призматрон";"B1";"Средняя";"57.156877,65.558297";9000;"RUB"
"UT000000229";"Щиты 3*6";"Щит 3*6 ул.Осипенко,2 ДК "Нефтяник", сторона А1";"76А1";"Осипенко, 2 ДК Нефтяник. Билборд установлен на пересечении улиц Осипенко и Челюскинцев, рядом с ДК Нефтяник. Сторона А1 работает в направлении движения из заречных микрорайонов в центр города и районы высокой деловой активности.";"Размещение рекламной информации на щите 3*6 по адресу ул.Осипенко,2 ДК "Нефтяник", сторона А1, инв.76А1";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Осипенко";"3*6";"Щит";"А1";"Средняя";"57.160407,65.541646";21000;"RUB"
"UT000000230";"Щиты 3*6";"Щит 3*6 ул.Пермякова-Автовокзал (РОТОР), сторона А1";"86А1";"Билборд установлен на спуске с путепровода по ул.Пермякова, в 200м. от автовокзала. Работает в направлении движения из жилых микрорайнов к ул.50 лет Октября и ул.Республики.";"Размещение рекламной информации на щите 3*6 по адресу ул.Пермякова-Автовокзал, сторона А1, инв.86А1";"ООО "Тюменьстройбыт"";"2";"1";"Центр";"Пермякова";"3*6";"Щит";"А1";"Средняя";"57.127869,65.59345";21000;"RUB"
"UT000000231";"Призматрон 5*12";"Призматрон 5*12 по адресу ул.Пермякова - Мост, сторона А1";"188А1";"Установлен на путепроводе по ул.Пермякова, соединяющим микрор-ны плотной жилой застройки с центр. частью города, загруженном в часы пик. Сторона А работает в направлении движения к ул.Широтная.";"Размещение рекламной информации на призматроне 5*12 по адресу ул.Пермякова - Мост, сторона А1, инв.188А1";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Пермякова";"5*12";"Призматрон";"А1";"6";"57.123516,65.585441";30000;"RUB"
"UT000000232";"Щиты 5*12";"Щит 5*12 ул.Пермякова - Мост, сторона В / 50 лет ВЛКСМ, 107 р";"188В";"Пермякова - Мост Суперсайт 5*12 установлен на путепроводе по ул.Пермякова, соединяющим микрораойны плотной жилой застройки с центральной частью города и традиционно загруженном в часы пик.  Ст. В - от Широтной к Республики. Монтаж 8000руб.";"Размещение рекламной информации на щите 5*12 по адресу ул.Пермякова-Мост, сторона В, инв.188В";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Пермякова";"5*12";"Щит";"B";"6";"57.123516,65.585441";54000;"RUB"
"UT000000233";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона В1";"175В1";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, (ТЦ Привоз), сторона В, инв.175В1";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Пермякова";"3*4";"Призматрон";"B1";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000234";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона А2";"175А2";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, (ТЦ Привоз), сторона А, инв.175А2";"ООО "Тюменьстройбыт"";"1";"1";"Спальные";"Пермякова";"3*4";"Призматрон";"А2";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000235";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова путепровод, (ТЦ Привоз), сторона А1";"175А1";"ул.Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, (ТЦ Привоз), сторона А1, инв.175А1";"ООО "Тюменьстройбыт"";"0";"0";"Спальные";"Пермякова";"3*4";"Призматрон";"А1";"Средняя";"57.125844,65.589953";12000;"RUB"
"UT000000236";"Призматрон 3*4";"Призматрон 3*4 ул.Пермякова, 5 - БЦ Нобель, сторона А1";"180А1";"ул.Пермякова, 5-БЦ Нобель";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Пермякова, 5-БЦ Нобель, сторона А, инв.180А1";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Пермякова";"3*4";"Призматрон";"А1";"ТОП";"57.130002,65.59726";12000;"RUB"
"UT000000237";"Щиты 3*4";"Щит 3*4 ул.Пермякова, 5-БЦ Нобель, сторона В";"180В";"ул.Пермякова, 5-БЦ Нобель";"Размещение рекламной информации на щите 3*4 по адресу ул.Пермякова, 5-БЦ Нобель, сторона В, инв.180В1";"ООО "Тюменьстройбыт"";"1";"1";"Центр";"Пермякова";"3,1*4,2";"Щит";"B1";"ТОП";"57.130002,65.59726";9000;"RUB"
"UT000000238";"Щиты 3*6";"Щит 3*6 ул.Пермякова, 55, (ТЦ Привоз), сторона А";"84А";"Пермякова, 15 путепровод. Билборд установлен путепроводе по ул.Пермякова, соединяющим микрораойны плотной жилой застройки с центральной частью города и традиционно загруженному в часы пик. Ст. А1 - к ул.Республики и ул.50 лет Октября.";"Размещение рекламной информации на щите 3*6 по адресу ул.Пермякова, 55, сторона А, инв.84А";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Пермякова";"3*6";"Щит";"A";"ТОП";"57.125109,65.588649";19500;"RUB"
"UT000000239";"Щиты 3*6";"Щит 3*6 ул.Пермякова, 55, (ТЦ Привоз), сторона В";"84В";"Пермякова, 15 путепровод. Билборд установлен путепроводе по ул.Пермякова, соединяющим микрораойны плотной жилой застройки с центральной частью города и традиционно загруженному в часы пик. Ст. А2 - из центра города в микрорайоны, к ул.Широтная.";"Размещение рекламной информации на щите 3*6 по адресу ул.Пермякова, 55, сторона В, инв.84В";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Пермякова";"3*6";"Щит";"B";"Средняя";"57.125109,65.588649";18000;"RUB"
"UT000000240";"Призматрон 3*6";"Призматрон 3*6 ул.Пермякова, 62 - Широтная, сторона А1";"83А1";"Призматрон установлен на ул.Широтная, в 50м. от перекрестка с ул.Пермякова, вблизи ТЦ Широтный (М-Видео, Монетка), в районе с интенсивным транспортным потоком. Ст. А1 - к ул. Пермякова и ТЦ Широтный.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Пермякова, 62 - Широтная, сторона А1, инв.83А1";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Пермякова";"3*6";"Призматрон";"А1";"ТОП";"57.114873,65.572051";21000;"RUB"
"UT000000241";"Щиты 3*6";"Щит 3*6 ул.Пермякова, 62 - Широтная, сторона В";"83В";"Билборд установлен на ул.Широтная, в 50м. от перекрестка с ул.Пермякова, вблизи ТЦ Широтный (М-Видео, Монетка), в районе с интенсивным транспортным потоком. Ст. А2 работает в направлении движения к ул.Пермякова и ТЦ Широтный.";"Размещение рекламной информации на щите 3*6 по адресу ул.Пермякова, 62-Широтная, сторона В, инв.83В";"ООО "Тюменьстройбыт"";"0";"0";"Спальные";"Пермякова";"3*6";"Щит";"B";"Средняя";"57.114873,65.572051";12990;"RUB"
"UT000000242";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная - 50 лет Октября, сторона А1";"4А1";"Призматрон установлен на пересечении двух магистралей с традиционно интенсивным транспортным потоком, вблизи районов высокой деловой активности. Ст. А - к ул. Профсоюзная, в заречные микрайоны.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная-50 лет Октября, сторона А1, инв.4А1";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Профсоюзная";"3*6";"Призматрон";"А1";"ТОП";"57.155381,65.562294";21000;"RUB"
"UT000000244";"Щиты 3*6";"Щит 3*6 ул.Профсоюзная-Дружбы, сторона А1";"20А1";"Билборд установлен на ул.Профсоюзная, в 200м. от перекрестка с ул.Дружбы. Сторона А1 работает в направлении движения к путепроводу, соединяющему  заречные микрорайоны с городом, и традиционно загруженному в часы пик.";"Размещение рекламной информации на щите 3*6 по адресу ул.Профсоюзная-Дружбы, сторона А1, инв.20А1";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Профсоюзная";"3*6";"Щит";"А1";"Средняя";"57.180502,65.573435";18000;"RUB"
"UT000000245";"Щиты 3*6";"Щит 3*6 ул.Профсоюзная-Дружбы, сторона А2";"20А2";"Билборд установлен на ул.Профсоюзная, в 200м. от перекрестка с ул.Дружбы. Сторона А2 работает в направлении движения из заречных микрорайонов к автосалоном Nissan, Hyundai и ТЦ Зеленый берег.";"Размещение рекламной информации на щите 3*6 по адресу ул.Профсоюзная-Дружбы, сторона А2, инв.20А2";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Профсоюзная";"3*6";"Щит";"А2";"Средняя";"57.180502,65.573435";18000;"RUB"
"UT000000246";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная - ТЦ "Зеленый Берег", (Остановка) сторона А1";"18А1";"Профсоюзная - ТЦ 'Зеленый берег'. Призматрон установлен на ул.Профсоюзная, на повороте к ТЦ Зеленый берег (МосМарт,материалы,техника).Сторона А1 работает в направлении движения к ТЦ, а также путепроводу, соединяющему  заречные микрорайоны с городом.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная-ТЦ "Зеленый Берег", сторона А1, инв.18А1";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Профсоюзная";"3*6";"Призматрон";"А1";"ТОП";"57.169704,65.570126";18000;"RUB"
"UT000000247";"Щиты 3*6";"Щит 3*6 ул.Профсоюзная - ТЦ "Зеленый Берег", (Остановка) сторона В";"18В";"Профсоюзная - ТЦ 'Зеленый берег'. Билборд установлен на ул.Профсоюзная, непосредственно на повороте к ТЦ Зеленый берег. Ст. В - от путепровода, соединяющего с центром города и  загруженного в часы пик, к заречным микрорайонам.";"Размещение рекламной информации на щите 3*6 по адресу ул.Профсоюзная-ТЦ "Зеленый Берег", сторона В, инв.18В";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Профсоюзная";"3*6";"Щит";"B";"Средняя";"57.169704,65.570126";14100;"RUB"
"UT000000248";"Щиты 3*6";"Щит 3*6 ул.Профсоюзная-ТЦ "Зеленый Берег" разделит.полоса, сторона А1";"16А1";"Билборд установлен на ул.Профсоюзная рядом с ТЦ Зеленый берег (МосМарт МИР). Ст. А2 - от путепровода, традиционно загруженного в часы пик, к заречными микрорайонам, а также автосалонам Nissan, Hyundai.";"Размещение рекламной информации на щите 3*6 по адресу ул.Профсоюзная-ТЦ "Зеленый Берег" разделит.полоса, сторона А1, инв.16А1";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Профсоюзная";"3*6";"Щит";"А1";"Средняя";"57.169608,65.570432";21000;"RUB"
"UT000000249";"Щиты 3*6";"Щит 3*6 ул.Профсоюзная-ТЦ "Зеленый Берег" разделит.полоса, сторона А2";"16А2";"Билборд установлен на ул.Профсоюзная рядом с ТЦ Зеленый берег (МосМарт МИР). Ст. А2 - от путепровода, традиционно загруженного в часы пик, к заречными микрорайонам, а также автосалонам Nissan, Hyundai.";"Размещение рекламной информации на щите 3*6 по адресу ул.Профсоюзная-ТЦ "Зеленый Берег" разделит.полоса, сторона А2, инв.16А2";"ООО "Тюменьстройбыт"";"1";"1";"Заречный";"Профсоюзная";"3*6";"Щит";"А2";"Средняя";"57.169608,65.570432";21000;"RUB"
"UT000000250";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А1";"17А1";"Призматрон установлен на ул.Профсоюзная, рядом с ТЦ Зеленый берег (МосМарт, Эксперт). Ст. А - к путепроводу, соединяющему  заречные микрорайоны с городом, и традиционно загруженному в часы пик.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А1, инв.17А1";"ООО "Тюменьстройбыт"";"1";"0";"Заречный";"Профсоюзная";"3*6";"Призматрон";"А1";"Средняя";"57.171729,65.571038";18000;"RUB"
"UT000000251";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А2";"17А4";"Призматрон установлен на ул.Профсоюзная, рядом с ТЦ Зеленый берег (МосМарт, Эксперт). Ст. А2- от путепровода, традиционно загруженного в часы пик, к заречными микрорайонам, а также автосалонам Nissan, Hyundai.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная, 12 - Муравленко, ТЦ "Зеленый Берег", сторона А2, инв.17А4";"ООО "Тюменьстройбыт"";"1";"0";"Заречный";"Профсоюзная";"3*6";"Призматрон";"А2";"Средняя";"57.171729,65.571038";18000;"RUB"
"UT000000252";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная, 2, (Александровский сад), сторона А1";"33А1";"Призматрон установлен на ул.Профсоюзная,загруженной транспортом, вблизи районов высокой деловой активности. Ст. А1 - от путепровода, соединяющего город с заречными микрорайонами, к ул.50 лет Октября и центру города.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная, 2/Циалковского, 15а, сторона А1, инв.33А1";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Профсоюзная";"3*6";"Призматрон";"А1";"Средняя";"57.159527,65.567304";18000;"RUB"
"UT000000253";"Призматрон 3*6";"Призматрон 3*6 ул.Профсоюзная, 2, (Александровский сад), сторона А2";"33А4";"Призматрон установлен на ул.Профсоюзная,загруженной транспортом, вблизи районов высокой деловой активности. Ст. А2 - от ул.50 лет Октября к путепроводу, соединяющему  город с заречными микрорайонами.";"Размещение рекламной информации на призматроне 3*6 по адресу ул.Профсоюзная, 2/Циалковского, 15а, сторона А2, инв.33А4";"ООО "Тюменьстройбыт"";"1";"0";"Центр";"Профсоюзная";"3*6";"Призматрон";"А2";"Средняя";"57.159527,65.567304";15000;"RUB"
"UT000000254";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона А1";"170А1";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона А, инв.170А1";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"А1";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000256";"Призматрон 3*4";"Призматрон 3*4 ул.Республики - Пермякова, сторона С3";"170С3";"Республики-Пермякова";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики-Пермякова, сторона С, инв.170С3";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики-Пермякова";"3*4";"Призматрон";"С3";"ТОП";"57.127099,65.589845";12000;"RUB"
"UT000000257";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 131 - Драмтеатр, сторона А1";"173А1";"Республики,131 - Драмтеатр";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 131-Драмтеатр, сторона А, инв.173А";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А1";"ТОП";"57.143238,65.559779";15000;"RUB"
"UT000000258";"Призматрон 3*4";"Призматрон 3*4 ул.Республики, 165 - Дом Кино Космос, сторона А1";"176А1";"ул.Республики, 165-Киномакс";"Размещение рекламной информации на призматроне 3*4 по адресу ул.Республики, 165 - Дом Кино Космос, сторона А, инв.176А1";"ООО "Тюменьстройбыт"";"1";"2";"Центр";"Республики";"3*4";"Призматрон";"А1";"ТОП";"57.133893,65.577793";15000;"RUB"
